DATE_TIME,current_contract,next_contract,carry_contract
2023-02-24 23:00:00,20230300,20230500,20230200
2023-04-12 23:00:00,20230500,20230700,20230400
2023-06-12 23:00:00,20230700,20230900,20230600
2023-08-14 23:00:00,20230900,20231200,20230800
2023-11-13 23:00:00,20231200,20240300,20231100
2024-02-12 23:00:00,20240300,20240500,20240200
2024-02-23 15:30:00,20240500,20240700,20240400
