DATE_TIME,current_contract,next_contract,carry_contract
2023-03-17 23:00:00,20230300,20230600,20230600
2023-06-19 23:00:00,20230600,20230900,20230900
2023-09-18 23:00:00,20230900,20231200,20231200
2023-12-18 23:00:00,20231200,20240300,20240300
