DATE_TIME,current_contract,next_contract,carry_contract
2023-03-01 23:00:00,20230400,20230500,20230200
2023-04-06 23:00:00,20230500,20230600,20230400
2023-05-08 23:00:00,20230600,20230800,20230500
2023-06-28 23:00:00,20230800,20231000,20230600
2023-08-30 23:00:00,20231000,20231100,20230800
2023-10-06 23:00:00,20231100,20240100,20231000
2023-11-29 23:00:00,20240100,20240200,20231100
2024-01-08 23:00:00,20240200,20240400,20240100
2024-02-23 23:00:00,20240400,20240600,20240200
